;;;;;;;;;;;;;;;;;Цели и приоритеты;;Планирует в течение дня;;;;;;;;Правильно определяет категорию Не фиксированных по времени задач при планировании;;;;;;;Правильно учитывает категорию фиксированной по времени задачи при планировании (встречи, совещания);;;;Выполнять НЕ фиксированные по времени задачи  с учетом их категорий;;;;;;;;Выполнять фиксированные по времени задачи  с учетом их категорий;;;;;Завершает выполнение задачи (держит приоритет);;;;Исходя из цели (задачи) коммуникации выбирать наилучший способ (канал) коммуникации;;;;;;;;;;Управлять количеством и периодами временем, затраченными на почту;;;;;Эффективно обрабатывать входящие письма;;;;;Создавать сообщения, информативные и экономные для себя, коллег и партнеров;;;;;Управлять количеством и периодами времени, затраченного на звонки;;Правильно принимать входящие звонки;;;;;;;Эффективно обрабатывать входящие звонки;;;Управлять количеством и периодами времени, затраченного на встречи;;;Правильно принимать посетителей;;;;;;Эффективно обрабатывать результаты встречи;;;;;Управлять количеством и периодами времени, затраченного на IM;;;;;;;Эффективно обрабатывать сообщения IM;;;Использовать делегирование как инструмент управления своим временем и объемом выполненных задач;;;;;;;Правильно управляет ресурсами различной квалификации;;;Использует обратную связь как инструмент мотивации и обучения сотрудников;;;Делегировать сотруднику, наиболее подходящему для выполнения задачи;;;;Легко включается в работу из стрессовой ситуации ;;;;;;Следует приоритетам при статусном и эмоциональном воздействии;;;Внимательность и концентрация;;Ответственность;;;Принимает решения;;;Скорость принятия решений;Обоснованность принимаемых решений;;;Результатоориентированность;;;;;;;;
E3.4;Завершение продленной встречи с клиентом. Клиент встает, явно недоволен, цедит сквозь зубы: протокол хоть пришлешь?;15:00;0;герой;;клиент;;;;И ты будь здоров, да, пришлю, хоть мы и не закончили. Сейчас запланирую и скажу тебе, когда.;;P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.4;0;0;;0;0
E3.4;Завершение продленной встречи с клиентом. Клиент встает, явно недоволен, цедит сквозь зубы: протокол хоть пришлешь?;15:00;0;герой;;клиент;;;;Так мы же на полуслове прервались и не договорились ни о чем. Какой протокол? Вот договоримся в след. Раз - тогда и зафиксируем договоренности;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E3.4;0;0;;0;0
E8;Приглашение на обед. Суть: пойдем, всех дел не переделаешь, ты каждый день не ешь - так и до больницы не далеко и т.п.;14:30;5;герой;;нач.отдела ИТ;;;;не обедать сегодня;;E8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8;0;0;;0;0
E8;Приглашение на обед. Суть: пойдем, всех дел не переделаешь, ты каждый день не ешь - так и до больницы не далеко и т.п.;14:30;5;герой;;нач.отдела ИТ;;;;принять приглашение;;E8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8;0;0;;0;0
E8.1;Приглашение на обед. Продолжение. Ладно, хотел тебе важную вещь за обедом рассказать. Но у меня и у самого 15 минут , чтобы перекусить. Ты письмо мое утреннее видел? Так вот, там все еще хуже, чем я думал - пришла диагностика. Срочно пиши служебку. Да ты письмо-то почитай! Пока!;14:35;1;герой;;нач.отдела ИТ;;;;;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.1;0;0;;0;0
E8.1;Приглашение на обед. Продолжение. Ладно, хотел тебе важную вещь за обедом рассказать. Но у меня и у самого 15 минут , чтобы перекусить. Ты письмо мое утреннее видел? Так вот, там все еще хуже, чем я думал - пришла диагностика. Срочно пиши служебку. Да ты письмо-то почитай! Пока!;14:35;1;;;;;;;;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.1;0;0;;0;0
E8.2;Поиск и чтение письма от нач.ИТ;14:36;10;;;;;;;срочно написать служебку;;E8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.2;0;0;;0;0
8e2;Поиск и чтение письма от нач.ИТ;14:36;10;;;;;;;внести задачу в план;;E8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8e2;0;0;;0;0
E8.2;Поиск и чтение письма от нач.ИТ;14:36;10;;;;;;;делегировать написание служебки аналитику;;E8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.2;0;0;;0;0
E8.3;Обед. Сценарий 2. Суть: на обеде нач.отдела ИТ рассказывает подробно, о том, что написал в письме (предполагается, что герой его не читал). Сервер аналитического отдела скоро накроется, никакие ремонтные работы не помогают, надо заказывать новый - пиши служебку на мое имя, это твой бюджет, и делай это срочно!;14:30;30;герой;;нач.отдела ИТ;;;;Спасибо, что вытащил меня на обед! Я прямо сейчас напишу служебку.;;E8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.3;0;0;;0;0
E8.3;Обед. Сценарий 2. Суть: на обеде нач.отдела ИТ рассказывает подробно, о том, что написал в письме (предполагается, что герой его не читал). Сервер аналитического отдела скоро накроется, никакие ремонтные работы не помогают, надо заказывать новый - пиши служебку на мое имя, это твой бюджет, и делай это срочно!;14:30;30;герой;;нач.отдела ИТ;;;;Спасибо, что вытащил меня на обед, я напишу служебку как только разберусь со срочными делами;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.3;0;0;;0;0
E8.3;Обед. Сценарий 2. Суть: на обеде нач.отдела ИТ рассказывает подробно, о том, что написал в письме (предполагается, что герой его не читал). Сервер аналитического отдела скоро накроется, никакие ремонтные работы не помогают, надо заказывать новый - пиши служебку на мое имя, это твой бюджет, и делай это срочно!;14:30;30;герой;;нач.отдела ИТ;;;;Спасибо, что вытащил меня на обед, я скажу аналитику срочно написать служебку;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.3;0;0;;0;0
E8.4;Написание служебки про сервер. Срочно;15:00;5;герой;;-;;;;отправить;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.4;0;0;;0;0
E8.5;Письмо или звонок аналитику. Исходящее 1. Про сервер - надо написать служебку;15:00;5;герой;;-;;;;отправить;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E8.5;0;0;;0;0
E9;Звонок нач.производства. Входящий. Послушай, каюсь, но моя прошлая версия бюджета не верна. Понимаешь, поставщики напортачили. Дали не верный расчет. Это значимо меняет картину по себестоимости, а я только сейчас заметил. В общем, удали прошлую версию и используй ту, что я только что отправил тебе на почту. Не серчай, с кем не бывает!;14:40;5;герой;;нач.производства;;;;Я уже не принимаю бюджеты от подразделений, сводный бюджет уже сверстан, все объяснения - генеральному директору. Ничего личного - регламент!;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E9;0;0;;0;0
E9;Звонок нач.производства. Входящий. Послушай, каюсь, но моя прошлая версия бюджета не верна. Понимаешь, поставщики напортачили. Дали не верный расчет. Это значимо меняет картину по себестоимости, а я только сейчас заметил. В общем, удали прошлую версию и используй ту, что я только что отправил тебе на почту. Не серчай, с кем не бывает!;14:40;5;герой;;;;;;Хорошо, я запланирую внесение корректровок в бюджет, но только завтра, сегодня нет времени.;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E9;0;0;;0;0
E9;Звонок нач.производства. Входящий. Послушай, каюсь, но моя прошлая версия бюджета не верна. Понимаешь, поставщики напортачили. Дали не верный расчет. Это значимо меняет картину по себестоимости, а я только сейчас заметил. В общем, удали прошлую версию и используй ту, что я только что отправил тебе на почту. Не серчай, с кем не бывает!;14:40;5;герой;;;;;;Знаешь, я напишу письмо финдру и информирую о случившемся. Пусть она сама принимает решение.;;E9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E9;0;0;;0;0
E9;Звонок нач.производства. Входящий. Послушай, каюсь, но моя прошлая версия бюджета не верна. Понимаешь, поставщики напортачили. Дали не верный расчет. Это значимо меняет картину по себестоимости, а я только сейчас заметил. В общем, удали прошлую версию и используй ту, что я только что отправил тебе на почту. Не серчай, с кем не бывает!;14:40;5;герой;;;;;;Подбросил ты мне работенки. Ладно, сейчас внесу коррективы в сводный бюджет.;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E9;0;0;;0;0
E9.1;Письмо от финдира. Входящее. Суть - прошу не отвлекать меня от работы по вопросам, относящимся к твоей зоне ответственности.  Спроси у меня еще как цифры в excel поменять!;15:10;5;герой;;финдир;;;;;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E9.1;0;0;;0;0
ET12.1;Звонок секретаря ГД с просьбой прислать презу для предварительного ознакомления. Входящий;15:40;0;герой;;секретарь ГД;;;;ответить;;ET12.2;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.1;0;0;;0;0
ET12.1;Звонок секретаря ГД с просьбой прислать презу для предварительного ознакомления. Входящий;15:40;0;герой;;секретарь ГД;;;;"не ответить (F14 = TRUE)
в этом случае предполагается, что секретарь тут же звонит Аналитику 2 - и она отправляет ей все, что готово. ";;E12;;Звонок;F13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.1;0;0;;0;0
ET12.1;Звонок секретаря ГД с просьбой прислать презу для предварительного ознакомления. Входящий;15:40;0;герой;;секретарь ГД;;;;"не ответить (F14 = FALSE)
в этом случае предполагается, что секретарь тут же звонит Аналитику 2 - и она отправляет ей все, что готово. ";;E12.6;;Звонок;F13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.1;0;0;;0;0
ET12.2;"Разговор с секретарем ГД. ""ГД просил передать, что он хочет, чтобы вы прислали ему презу прямо сейчас, до встречи. Чтобы не было как в прошлый раз"". И секретарь кладет трубку.";15:40;5;герой;;секретарь ГД;;;;прислать презу - преза отправляется фантастическим образом (демонстрируется мейл-клиент героя и уходящее письмо) (F14 = TRUE - т.е., у героя есть M10 и он готов ко встрече с ГД);;E12;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.2;0;0;;0;0
ET12.2;"Разговор с секретарем ГД. ""ГД просил передать, что он хочет, чтобы вы прислали ему презу прямо сейчас, до встречи. Чтобы не было как в прошлый раз"". И секретарь кладет трубку.";15:40;5;герой;;секретарь ГД;;;;прислать презу - преза отправляется фантастическим образом (демонстрируется мейл-клиент героя и уходящее письмо) (F14 = FALSE, т.е. У героя нет M10 и он не готов ко встрече с ГД);;E12.6;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.2;0;0;;0;0
ET12.3;Звонок секретаря ГД с информацией о переносе встречи с ГД. Входящий;15:45;0;герой;;секретарь ГД;;;;ответить;;E12;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.3;0;0;;0;0
ET12.3;Звонок секретаря ГД с информацией о переносе встречи с ГД. Входящий;15:45;0;герой;;секретарь ГД;;;;не ответить;;S12.1;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.3;0;0;;0;0
E12;Разговор с секретарем ГД. Входящий. У ГД незапланированный визит клиента. Встреча переносится на 18:00;15:45;5;герой;;секретарь ГД;;;;"Хорошо, я внесу в план встречу в 18.00
При этом фант образом открывается план и жесткая задача встречи с ГД переносится на 18:00 ";;E12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12;0;0;;0;0
E12;Разговор с секретарем ГД. Входящий. У ГД незапланированный визит клиента. Встреча переносится на 18:00;15:45;5;герой;;секретарь ГД;;;;Извините, но я не могу встретиться в 18.00 - я должен уйти, найдите другое время , пожалуйста.;;E12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12;0;0;;0;0
E12;Разговор с секретарем ГД. Входящий. У ГД незапланированный визит клиента. Встреча переносится на 18:00;15:45;5;герой;;секретарь ГД;;;;Согласуйте перенос встречи с моим руководителем пожалуйста. ;;S12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12;0;0;;0;0
E12.1;Разговор с секретарем ГД. Входящий. Уточнила у ГД. У него будет время с вами встретиться или сегодня в 18.00 или уже в понедельник. Выбирайте.;15:50;5;герой;;секретарь ГД;;;;"Вы знаете, меня не будет в понедельник, но будет мой аналитик, она все знает. Не критично, если вместо меня Крутько будет?
Секретарь ""Нет, не критично, главное чтобы она презу могла объяснить. Ок, так и запишем, понедельник, 14.00, Крутько.""";;E12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.1;0;0;;0;0
E12.1;Разговор с секретарем ГД. Входящий. Уточнила у ГД. У него будет время с вами встретиться или сегодня в 18.00 или уже в понедельник. Выбирайте.;15:50;5;герой;;секретарь ГД;;;;Ну вот что вы со мной делаете!? Ладно, давайте в 18.00, хоть мне это и жутко неудобно!;;E12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.1;0;0;;0;0
E12.4;Звонок секретаря ГД. Входящий 2. Клиент уже ушел. Встреча в 16.00 состоится - подходите.;16:05;1;герой;;секретарь ГД;;;;взять презентацию и идти к ГД;;ET12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.4;0;0;;0;0
E12.4;Звонок секретаря ГД. Входящий 2. Клиент уже ушел. Встреча в 16.00 состоится - подходите.;16:05;1;герой;;секретарь ГД;;;;"Давайте все же в 18.00, как и договорились. Я уже начал заниматься другой работой. 
Секретарь ""Ты в своем уме?! Правила будет в своем отделе устанавливать! Немедленно чтобы был!""";;ET12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.4;0;0;;0;0
E12.5;Звонок секретаря ГД. Входящий 2. Клиент уже ушел. Встреча в 16.00 состоится - подходите.;16:05;1;герой;;секретарь ГД;;;;взять презентацию и идти к ГД;;ET12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.5;0;0;;0;0
E12.5;Звонок секретаря ГД. Входящий 2. Клиент уже ушел. Встреча в 16.00 состоится - подходите.;16:05;1;герой;;секретарь ГД;;;;Так мы же уже договорились, что А2 в понедельник идет! Что я человеку скажу? Она уже готовится. ;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.5;0;0;;0;0
ET12.4;Встреча с ГД по вопросу презентации. Суть: неплохо, много лучше, чем в прошлый раз, добавьте фото и наш фин.отчет за прошедший год - ключевые цифры.;16:00;30;герой;;ГД;;;;Я рад, что вам все понравилось;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.4;0;0;;0;0
ET12.4;Встреча с ГД по вопросу презентации. Суть: неплохо, много лучше, чем в прошлый раз, добавьте фото и наш фин.отчет за прошедший год - ключевые цифры.;16:00;30;герой;;ГД;;;;Я рад, что вам все понравилось, хотелось бы также упомянуть о том, что оклад моего отдела уже 2 года не индексируется;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ET12.4;0;0;;0;0
S12.3;Визит разгневанного ФД к герою через 5 мин. Cтандартная кат-сцена с ФД.;16:00;10;герой;;финдир;;;;Принимай решение самостоятельно!! Сказано тебе встречаться в 18.00, вот и встречайся!;;E12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S12.3;0;0;;0;0
E12.6;Звонок ГД.И это ты называешь презентацией?! Опять присылаешь мне полностью сырой вариант? Что же тебе на этот раз не хватило?! ;15:50;10;герой;;ГД;;;;"Что имеено я должен изменить? Сделаю завтра до 10.00. 
ГД ""Секретарь занесет тебе мои правки""";;P5;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.6;0;0;;0;0
E12.6;Звонок ГД.И это ты называешь презентацией?! Опять присылаешь мне полностью сырой вариант? Что же тебе на этот раз не хватило?! ;15:50;10;герой;;ГД;;;;"Прошу прощения, мой А2 накосячил, я разберусь и приму меры.
ГД ""Похоже это мне меры пора принимать """;;T;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.6;0;0;;0;0
E12.6;Звонок ГД.И это ты называешь презентацией?! Опять присылаешь мне полностью сырой вариант? Что же тебе на этот раз не хватило?! ;15:50;10;герой;;ГД;;;;"Так я же уже все ваши замечания поправил! Что же еще вас не устраивает?
ГД ""Ко мне на ковер в 19.00 вместе с руководителем""";;T;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E12.6;0;0;;0;0
E13;Визит аналитика 2 (самого толкового) с разговором о несоответствии его уровня и заданий и заявлением на увольнение.;16:30;30;герой;;аналитик 2;;;;Да, я тебя слушаю.;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E13;0;0;;0;0
E13;Визит аналитика 2 (самого толкового) с разговором о несоответствии его уровня и заданий и заявлением на увольнение.;16:30;30;герой;;аналитик 2;;;;Давай встретимся завтра и в плановом режиме все обсудим, у меня начинается совещание.;;51e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E13;0;0;;0;0
E13;Визит аналитика 2 (самого толкового) с разговором о несоответствии его уровня и заданий и заявлением на увольнение.;16:30;30;герой;;аналитик 2;;;;Давай встретимся после моего отпуска. Ты в спокойном режиме все обдумаешь и придешь с холодной головой;;E14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E13;0;0;;0;0
E14;"Установочное совещание по теме ""Начало процедуры годовой оценки эффективности""";17:00;30;герой;;-;;;;;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E14;0;0;;0;0
